Timestamp,Service,Raw_Prediction,Rounded_Prediction,Clamped_Prediction,Previous_Replicas,Action_Taken,Skip_Reason
2026-06-19 17:22:36,adservice,3.5829,4,4,1,SCALED (14),
2026-06-19 17:22:36,cartservice,3.6714,4,4,1,SCALED (14),
2026-06-19 17:22:36,checkoutservice,3.6069,4,4,1,SCALED (14),
2026-06-19 17:22:36,currencyservice,3.6176,4,4,1,SCALED (14),
2026-06-19 17:22:36,emailservice,3.6239,4,4,1,SCALED (14),
2026-06-19 17:22:36,frontend,3.6590,4,4,1,SCALED (14),
2026-06-19 17:22:36,paymentservice,3.6471,4,4,1,SCALED (14),
2026-06-19 17:22:36,productcatalogservice,3.7395,4,4,1,SCALED (14),
2026-06-19 17:22:36,recommendationservice,3.6750,4,4,1,SCALED (14),
2026-06-19 17:22:36,shippingservice,3.7576,4,4,1,SCALED (14),
2026-06-19 17:23:06,adservice,3.5972,4,N/A,4,SKIPPED,Cooldown: 89s remaining
2026-06-19 17:23:06,cartservice,3.6904,4,N/A,4,SKIPPED,Cooldown: 89s remaining
2026-06-19 17:23:06,checkoutservice,3.6387,4,N/A,4,SKIPPED,Cooldown: 89s remaining
2026-06-19 17:23:06,currencyservice,3.6324,4,N/A,4,SKIPPED,Cooldown: 89s remaining
2026-06-19 17:23:06,emailservice,3.6374,4,N/A,4,SKIPPED,Cooldown: 89s remaining
2026-06-19 17:23:06,frontend,3.6859,4,N/A,4,SKIPPED,Cooldown: 90s remaining
2026-06-19 17:23:06,paymentservice,3.6608,4,N/A,4,SKIPPED,Cooldown: 90s remaining
2026-06-19 17:23:06,productcatalogservice,3.7493,4,N/A,4,SKIPPED,Cooldown: 90s remaining
2026-06-19 17:23:06,recommendationservice,3.6881,4,N/A,4,SKIPPED,Cooldown: 90s remaining
2026-06-19 17:23:06,shippingservice,3.7697,4,N/A,4,SKIPPED,Cooldown: 90s remaining
2026-06-19 17:23:36,adservice,3.5657,4,N/A,4,SKIPPED,Cooldown: 59s remaining
2026-06-19 17:23:36,cartservice,3.6578,4,N/A,4,SKIPPED,Cooldown: 59s remaining
2026-06-19 17:23:36,checkoutservice,3.6359,4,N/A,4,SKIPPED,Cooldown: 59s remaining
2026-06-19 17:23:36,currencyservice,3.5914,4,N/A,4,SKIPPED,Cooldown: 59s remaining
2026-06-19 17:23:36,emailservice,3.6068,4,N/A,4,SKIPPED,Cooldown: 59s remaining
2026-06-19 17:23:36,frontend,3.6756,4,N/A,4,SKIPPED,Cooldown: 60s remaining
2026-06-19 17:23:36,paymentservice,3.6360,4,N/A,4,SKIPPED,Cooldown: 60s remaining
2026-06-19 17:23:36,productcatalogservice,3.7242,4,N/A,4,SKIPPED,Cooldown: 60s remaining
2026-06-19 17:23:36,recommendationservice,3.6586,4,N/A,4,SKIPPED,Cooldown: 60s remaining
2026-06-19 17:23:36,shippingservice,3.7510,4,N/A,4,SKIPPED,Cooldown: 60s remaining
2026-06-19 17:24:06,adservice,3.5714,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,cartservice,3.6444,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,checkoutservice,3.6274,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,currencyservice,3.5857,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,emailservice,3.6036,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,frontend,3.6793,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,paymentservice,3.6307,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,productcatalogservice,3.7161,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,recommendationservice,3.6527,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:06,shippingservice,3.7460,4,N/A,4,SKIPPED,Cooldown: 30s remaining
2026-06-19 17:24:36,adservice,3.5902,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,cartservice,3.6682,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,checkoutservice,3.6237,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,currencyservice,3.6118,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,emailservice,3.6243,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,frontend,3.7012,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,paymentservice,3.6514,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,productcatalogservice,3.7372,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,recommendationservice,3.6737,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:24:36,shippingservice,3.7629,4,N/A,4,SKIPPED,Cooldown: 0s remaining
2026-06-19 17:25:06,adservice,3.5890,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,cartservice,3.6722,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,checkoutservice,3.6203,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,currencyservice,3.6068,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,emailservice,3.6219,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,frontend,3.7003,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,paymentservice,3.6464,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,productcatalogservice,3.7389,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,recommendationservice,3.6727,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:06,shippingservice,3.7620,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,adservice,3.5959,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,cartservice,3.6781,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,checkoutservice,3.6208,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,currencyservice,3.6137,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,emailservice,3.6307,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,frontend,3.6995,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,paymentservice,3.6529,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,productcatalogservice,3.7460,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,recommendationservice,3.6805,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:25:36,shippingservice,3.7679,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,adservice,3.5787,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,cartservice,3.6658,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,checkoutservice,3.5979,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,currencyservice,3.5943,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,emailservice,3.6146,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,frontend,3.6759,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,paymentservice,3.6350,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,productcatalogservice,3.7312,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,recommendationservice,3.6645,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:06,shippingservice,3.7555,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,adservice,3.5923,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,cartservice,3.6771,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,checkoutservice,3.6121,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,currencyservice,3.6096,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,emailservice,3.6286,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,frontend,3.6897,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,paymentservice,3.6499,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,productcatalogservice,3.7464,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,recommendationservice,3.6782,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:26:36,shippingservice,3.7671,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,adservice,3.6083,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,cartservice,3.6916,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,checkoutservice,3.6416,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,currencyservice,3.6299,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,emailservice,3.6471,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,frontend,3.7130,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,paymentservice,3.6674,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,productcatalogservice,3.7664,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,recommendationservice,3.6943,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:06,shippingservice,3.7829,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,adservice,3.6051,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,cartservice,3.6896,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,checkoutservice,3.6318,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,currencyservice,3.6244,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,emailservice,3.6439,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,frontend,3.7070,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,paymentservice,3.6648,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,productcatalogservice,3.7692,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,recommendationservice,3.6908,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:27:36,shippingservice,3.7835,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,adservice,3.5823,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,cartservice,3.6707,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,checkoutservice,3.6018,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,currencyservice,3.5990,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,emailservice,3.6182,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,frontend,3.6842,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,paymentservice,3.6387,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,productcatalogservice,3.7558,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,recommendationservice,3.6675,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:06,shippingservice,3.7661,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,adservice,3.5854,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,cartservice,3.6726,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,checkoutservice,3.6052,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,currencyservice,3.6077,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,emailservice,3.6212,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,frontend,3.6729,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,paymentservice,3.6425,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,productcatalogservice,3.7697,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,recommendationservice,3.6727,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:28:36,shippingservice,3.7708,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,adservice,3.5999,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,cartservice,3.6839,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,checkoutservice,3.6183,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,currencyservice,3.6222,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,emailservice,3.6340,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,frontend,3.6846,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,paymentservice,3.6547,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,productcatalogservice,3.7927,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,recommendationservice,3.6892,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:06,shippingservice,3.7835,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,adservice,3.6097,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,cartservice,3.6927,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,checkoutservice,3.6299,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,currencyservice,3.6360,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,emailservice,3.6424,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,frontend,3.6946,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,paymentservice,3.6632,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,productcatalogservice,3.8147,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,recommendationservice,3.7047,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:29:36,shippingservice,3.7936,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,adservice,3.5840,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,cartservice,3.6729,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,checkoutservice,3.5945,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,currencyservice,3.6096,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,emailservice,3.6184,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,frontend,3.6666,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,paymentservice,3.6392,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,productcatalogservice,3.8101,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,recommendationservice,3.6719,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:06,shippingservice,3.7795,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,adservice,3.5988,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,cartservice,3.6822,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,checkoutservice,3.6119,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,currencyservice,3.6247,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,emailservice,3.6352,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,frontend,3.6831,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,paymentservice,3.6554,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,productcatalogservice,3.8322,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,recommendationservice,3.6850,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:30:36,shippingservice,3.7935,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,adservice,3.6194,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,cartservice,3.6955,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,checkoutservice,3.6363,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,currencyservice,3.6427,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,emailservice,3.6570,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,frontend,3.7084,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,paymentservice,3.6755,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,productcatalogservice,3.8585,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,recommendationservice,3.7014,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:06,shippingservice,3.8110,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,adservice,3.6146,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,cartservice,3.6944,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,checkoutservice,3.6306,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,currencyservice,3.6374,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,emailservice,3.6525,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,frontend,3.7259,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,paymentservice,3.6714,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,productcatalogservice,3.8844,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,recommendationservice,3.6971,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:31:36,shippingservice,3.8190,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,adservice,3.6002,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,cartservice,3.6851,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,checkoutservice,3.6138,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,currencyservice,3.6229,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,emailservice,3.6384,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,frontend,3.7600,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,paymentservice,3.6580,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,productcatalogservice,3.9065,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,recommendationservice,3.6849,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:06,shippingservice,3.8221,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,adservice,3.6091,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,cartservice,3.6893,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,checkoutservice,3.6245,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,currencyservice,3.6320,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,emailservice,3.6471,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,frontend,3.8045,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,paymentservice,3.6664,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,productcatalogservice,3.9276,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,recommendationservice,3.6928,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:32:36,shippingservice,3.8371,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,adservice,3.5932,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,cartservice,3.6796,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,checkoutservice,3.6054,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,currencyservice,3.6153,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,emailservice,3.6307,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,frontend,3.7992,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,paymentservice,3.6512,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,productcatalogservice,3.9325,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,recommendationservice,3.6792,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:06,shippingservice,3.8332,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:36,adservice,3.5856,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:36,cartservice,3.6715,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:36,checkoutservice,3.5941,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:36,currencyservice,3.6077,4,4,4,NO-OP,Already at target replicas
2026-06-19 17:33:36,emailservice,3.6228,4,4,4,NO-OP,Already at target replicas
